id_operacion,fecha_originacion,producto,canal,region,monto_original,plazo_meses,renta,carga_financiera,antiguedad_meses,score,saldo,dias_mora,fecha_default
A000046,2023-01-19,Automotriz,Digital,Valparaíso,2198622,18,510656,0.2706,18,756,1364434,189,2024-04-13
A000047,2021-11-15,Tarjeta,Sucursal,Metropolitana,3431959,24,420000,0.3761,75,705,1359900,0,
A000048,2021-07-04,Tarjeta,Sucursal,Metropolitana,2146362,48,697327,0.0683,30,812,918467,0,
A000049,2021-10-01,Consumo,Sucursal,Metropolitana,1785908,24,432361,0.2097,29,847,404388,35,
A000050,2022-07-15,Consumo,Digital,Metropolitana,3622820,60,432516,0.1612,48,852,2068237,0,
A000051,2021-11-12,Microempresa,Digital,Biobío,4075286,60,590682,0.1315,22,840,3091942,224,2022-05-11
A000052,2022-01-27,Automotriz,Digital,Valparaíso,810176,24,628650,0.0607,32,889,377383,46,
A000053,2022-12-18,Automotriz,Sucursal,Metropolitana,7584927,24,913595,0.4024,46,778,1093089,0,
A000054,2022-12-25,Automotriz,Sucursal,Metropolitana,3176545,18,420000,0.4642,26,734,2619922,0,
A000055,2021-11-11,Automotriz,Sucursal,Metropolitana,3710392,24,420000,0.4472,53,746,1112256,0,
A000056,2021-01-30,Automotriz,Sucursal,Valparaíso,10266379,12,1377638,0.7188,38,603,5803238,329,2021-10-27
A000057,2022-04-13,Tarjeta,Convenio,Biobío,2916150,36,540451,0.171,30,824,2146128,0,
A000058,2021-10-12,Consumo,Sucursal,Otras,3845563,60,624854,0.1091,19,795,1010555,0,
A000059,2021-03-27,Tarjeta,Sucursal,Valparaíso,4386939,36,570420,0.2427,25,828,3045595,256,2021-06-25
A000060,2022-10-24,Automotriz,Sucursal,Metropolitana,5691184,36,699789,0.2434,33,841,995152,0,
A000061,2022-05-26,Consumo,Sucursal,Metropolitana,4396858,48,500236,0.2006,43,861,3298567,0,
A000062,2022-02-24,Tarjeta,Digital,Otras,7198761,36,836836,0.2597,32,771,3952396,0,
A000063,2023-02-11,Microempresa,Digital,Metropolitana,1768765,48,1024768,0.0438,19,877,1161504,0,
A000064,2021-07-30,Consumo,Digital,Otras,3178687,12,796212,0.4051,18,750,2304491,0,
A000065,2022-06-26,Consumo,Sucursal,Biobío,3129883,36,437174,0.2245,7,776,1074885,0,
A000066,2021-12-26,Automotriz,Digital,Otras,2578133,36,451484,0.1784,24,802,1320244,0,
A000067,2023-03-03,Consumo,Digital,Metropolitana,8463513,60,1200437,0.1277,46,823,1013164,0,
A000068,2023-03-05,Consumo,Sucursal,Otras,8602478,48,1700091,0.1175,34,885,2777899,0,
A000069,2021-04-07,Consumo,Sucursal,Otras,824125,36,540622,0.047,47,870,285709,0,
A000070,2022-02-27,Tarjeta,Convenio,Metropolitana,9012287,60,1530952,0.1077,41,896,3032130,0,
A000071,2023-02-10,Microempresa,Digital,Metropolitana,2806227,24,683456,0.1932,19,800,1292752,0,
A000072,2023-03-28,Automotriz,Digital,Metropolitana,3813078,36,487429,0.2592,40,859,1027396,0,
A000073,2023-04-18,Tarjeta,Digital,Biobío,4678374,36,772933,0.1915,56,855,1168745,0,
A000074,2021-05-15,Consumo,Sucursal,Metropolitana,1432344,36,830162,0.0509,23,909,499386,0,
A000075,2022-02-08,Automotriz,Sucursal,Metropolitana,1151445,36,574138,0.0617,47,914,826093,0,
A000076,2022-01-04,Automotriz,Digital,Otras,1662419,48,420000,0.0923,35,885,921470,0,
A000077,2022-10-23,Consumo,Digital,Otras,3967222,36,650637,0.1799,73,896,2332597,0,
A000078,2022-08-09,Consumo,Digital,Otras,1234302,12,664177,0.1792,68,872,288334,0,
A000079,2023-04-17,Consumo,Digital,Biobío,3099228,36,451120,0.2326,32,840,1477265,0,
A000080,2023-06-05,Tarjeta,Digital,Otras,5209100,36,744067,0.2261,19,805,1267098,0,
A000081,2022-05-12,Tarjeta,Sucursal,Metropolitana,5094249,60,615723,0.1494,35,832,1095572,0,
A000082,2021-10-09,Tarjeta,Convenio,Biobío,3108102,48,871236,0.0889,21,901,594812,0,
A000083,2021-09-30,Tarjeta,Digital,Biobío,3238134,24,766706,0.1997,5,754,1277969,0,
A000084,2021-03-04,Consumo,Digital,Otras,6169463,36,1589792,0.13,15,889,4902358,0,
A000085,2022-12-18,Microempresa,Digital,Metropolitana,4225456,24,479642,0.4054,6,641,2004538,0,
A000086,2023-04-05,Automotriz,Sucursal,Valparaíso,2116083,24,545035,0.177,13,811,650436,0,
A000087,2022-07-17,Tarjeta,Digital,Metropolitana,2032466,24,665246,0.1403,22,774,1716430,0,
A000088,2022-07-19,Consumo,Sucursal,Valparaíso,1005641,24,748798,0.0599,38,907,843808,0,
A000089,2022-02-01,Microempresa,Sucursal,Otras,4599681,12,531127,0.7999,34,570,2854654,90,2022-08-30
A000090,2022-07-19,Microempresa,Convenio,Valparaíso,1698732,24,934981,0.0853,27,916,799181,0,
A000091,2022-08-21,Consumo,Convenio,Metropolitana,2920337,36,420000,0.2059,78,884,631974,0,
A000092,2022-02-13,Microempresa,Sucursal,Metropolitana,1008577,60,696656,0.0268,36,887,806779,0,
A000093,2021-09-30,Automotriz,Sucursal,Valparaíso,9986741,36,1244786,0.2636,34,865,5390943,0,
A000094,2021-08-12,Consumo,Sucursal,Metropolitana,3370628,24,420000,0.3993,15,686,1204543,51,
A000095,2023-06-24,Consumo,Sucursal,Biobío,2159087,48,420000,0.125,12,769,1513637,0,
A000096,2021-05-17,Tarjeta,Digital,Metropolitana,12916607,60,1553917,0.1505,20,787,3753104,0,
A000097,2023-03-28,Tarjeta,Digital,Metropolitana,2939591,36,638971,0.1547,82,892,1440002,0,
A000098,2021-10-17,Microempresa,Sucursal,Biobío,3527994,24,420000,0.4245,27,649,2476527,90,2022-04-15
A000099,2023-02-01,Microempresa,Convenio,Metropolitana,2271363,12,833792,0.2696,9,774,548816,0,
A000100,2021-09-08,Consumo,Convenio,Valparaíso,1747821,24,456520,0.1705,32,847,1118895,75,
A000101,2022-05-27,Automotriz,Digital,Metropolitana,1019595,36,420000,0.0764,47,893,159288,0,
A000102,2022-06-29,Consumo,Convenio,Otras,4626941,12,1491950,0.3045,35,809,2954804,0,
A000103,2021-07-25,Automotriz,Digital,Otras,1315839,24,550217,0.1087,39,860,579457,0,
A000104,2022-09-04,Microempresa,Sucursal,Metropolitana,4338228,36,1570067,0.0869,43,950,2863678,0,
A000105,2023-02-14,Consumo,Convenio,Metropolitana,4635525,36,627391,0.2281,48,903,2648086,23,
A000106,2023-02-15,Tarjeta,Sucursal,Metropolitana,2742669,48,605076,0.1144,34,879,2175168,0,
A000107,2022-02-28,Tarjeta,Sucursal,Valparaíso,2960681,18,620184,0.311,49,833,630979,0,
A000108,2021-03-26,Microempresa,Sucursal,Metropolitana,3806018,36,786558,0.1528,73,908,1306564,0,
A000109,2021-12-07,Consumo,Digital,Otras,2510939,36,420000,0.1959,38,791,616726,0,
A000110,2022-02-04,Consumo,Sucursal,Metropolitana,3217229,36,1028608,0.1013,112,950,2161639,0,
A000111,2021-03-07,Consumo,Sucursal,Metropolitana,1268592,36,420000,0.1,47,889,784657,0,
A000112,2023-06-02,Consumo,Digital,Metropolitana,3647597,12,444224,0.7319,43,568,2587246,90,2025-08-20
A000113,2021-10-23,Tarjeta,Sucursal,Metropolitana,4169530,24,1190364,0.1582,39,809,861768,0,
A000114,2022-09-01,Automotriz,Convenio,Otras,2426628,36,819118,0.0944,19,897,1309986,0,
A000115,2022-10-23,Automotriz,Digital,Biobío,9348597,18,1375040,0.4367,39,743,1941484,0,
A000116,2023-05-13,Consumo,Sucursal,Valparaíso,1317193,36,506849,0.0796,26,868,921733,0,
A000117,2022-01-22,Consumo,Sucursal,Metropolitana,1377019,48,1058313,0.0288,50,950,1298393,120,2022-11-18
A000118,2021-06-12,Consumo,Sucursal,Metropolitana,751862,48,420000,0.041,46,874,454683,0,
A000119,2023-05-29,Automotriz,Sucursal,Otras,6978377,24,1429088,0.2414,22,860,2321335,0,
A000120,2022-06-06,Consumo,Convenio,Otras,10584369,36,1438493,0.2396,34,824,5480322,0,
A000121,2021-02-20,Consumo,Convenio,Metropolitana,1693424,48,473082,0.0843,34,931,495397,0,
A000122,2021-10-23,Consumo,Sucursal,Otras,2792083,60,776616,0.0657,27,915,1167378,0,
A000123,2021-06-14,Tarjeta,Digital,Metropolitana,1966195,36,550701,0.1055,62,851,1185259,0,
A000124,2022-11-10,Consumo,Sucursal,Biobío,3820344,48,517061,0.1638,39,828,721660,0,
A000125,2022-04-27,Automotriz,Sucursal,Biobío,7598610,24,2052365,0.1756,15,869,4403411,69,
A000126,2023-04-21,Consumo,Sucursal,Biobío,1329466,18,661273,0.1222,8,826,850835,0,
A000127,2023-01-22,Tarjeta,Convenio,Metropolitana,2980969,18,420000,0.4347,14,696,767461,0,
A000128,2022-09-18,Consumo,Digital,Metropolitana,2307199,48,1124012,0.0461,45,904,823591,0,
A000129,2021-05-08,Tarjeta,Sucursal,Metropolitana,5137344,36,627608,0.2589,48,819,3751499,0,
A000130,2023-02-18,Automotriz,Sucursal,Otras,1894046,48,979916,0.0427,47,930,933947,0,
A000131,2021-01-30,Consumo,Sucursal,Metropolitana,1890772,36,594460,0.1033,45,916,588647,0,
A000132,2021-05-14,Consumo,Sucursal,Metropolitana,1616907,24,813685,0.0915,51,884,1281412,0,
A000133,2022-07-13,Tarjeta,Sucursal,Biobío,923099,24,694788,0.0659,42,926,450581,0,
A000134,2021-03-15,Consumo,Convenio,Otras,3918377,36,798925,0.1661,41,836,3044790,0,
A000135,2023-06-23,Automotriz,Sucursal,Metropolitana,11938220,24,1490593,0.3804,24,818,6162691,0,
A000136,2021-05-19,Tarjeta,Sucursal,Valparaíso,988660,60,420000,0.0473,32,853,429810,0,
A000137,2021-06-01,Consumo,Sucursal,Valparaíso,9363840,48,3036173,0.0686,32,950,2661301,0,
A000138,2022-10-23,Automotriz,Convenio,Metropolitana,6523346,24,1039394,0.3187,47,817,2168771,0,
A000139,2023-03-23,Consumo,Sucursal,Metropolitana,1169872,24,683126,0.0763,40,872,757057,0,
A000140,2021-11-24,Consumo,Sucursal,Metropolitana,1359583,12,1076770,0.124,28,862,144394,0,
A000141,2021-12-10,Tarjeta,Digital,Valparaíso,2692491,36,420000,0.2039,14,754,1845639,0,
A000142,2022-11-12,Tarjeta,Sucursal,Metropolitana,2965176,36,803222,0.1185,71,910,1858289,0,
A000143,2021-05-08,Microempresa,Digital,Otras,2457923,18,578887,0.2525,39,822,2269117,114,2022-04-03
A000144,2022-10-22,Consumo,Convenio,Metropolitana,4089365,24,818165,0.2379,49,884,1594216,0,
A000145,2021-04-08,Tarjeta,Digital,Valparaíso,4977049,24,869124,0.269,27,733,3897687,52,
A000146,2021-07-14,Consumo,Digital,Metropolitana,3449446,60,420000,0.1591,54,794,735262,0,
A000147,2021-07-09,Tarjeta,Sucursal,Valparaíso,2586633,36,420000,0.1828,49,835,954761,0,
A000148,2022-11-09,Automotriz,Digital,Otras,2252383,24,420000,0.2513,68,776,1496242,0,
A000149,2022-12-12,Tarjeta,Digital,Metropolitana,2202103,60,420000,0.0946,24,836,288303,80,
A000150,2023-04-15,Automotriz,Digital,Metropolitana,3653925,24,1023772,0.1741,13,786,2939726,65,
A000151,2021-12-24,Automotriz,Digital,Biobío,3694063,18,483910,0.4979,16,651,3545779,455,2022-05-23
A000152,2021-05-11,Consumo,Sucursal,Biobío,2796199,24,420000,0.3336,60,833,1068547,0,
A000153,2021-01-21,Consumo,Digital,Metropolitana,6729924,36,1112764,0.1826,25,865,4179731,0,
A000154,2021-05-05,Consumo,Digital,Otras,8490065,60,1054022,0.1546,35,854,5396148,0,
A000155,2022-09-04,Automotriz,Digital,Metropolitana,2752486,24,659462,0.1858,49,783,795900,0,
A000156,2023-02-14,Consumo,Digital,Metropolitana,2091428,18,420000,0.3222,18,748,1710817,0,
A000157,2021-09-14,Tarjeta,Sucursal,Metropolitana,2836902,48,781626,0.0854,88,932,1512598,0,
A000158,2021-01-25,Microempresa,Digital,Metropolitana,815576,36,420000,0.064,11,770,560034,35,
A000159,2021-12-15,Consumo,Sucursal,Valparaíso,7262219,24,887688,0.364,36,733,1772845,0,
A000160,2022-02-04,Automotriz,Sucursal,Valparaíso,994038,36,611070,0.0505,87,950,437325,0,
A000161,2023-02-18,Tarjeta,Sucursal,Metropolitana,959524,36,442244,0.0675,24,857,769316,0,
A000162,2021-12-21,Consumo,Digital,Biobío,2898276,48,420000,0.172,40,849,2292363,0,
A000163,2022-10-13,Consumo,Digital,Otras,993474,36,695621,0.0464,41,937,529019,0,
A000164,2022-01-13,Consumo,Sucursal,Metropolitana,2408931,36,420000,0.1887,24,791,522818,0,
A000165,2021-12-02,Tarjeta,Digital,Metropolitana,3176103,48,433458,0.182,21,727,1302035,0,
A000166,2021-08-22,Consumo,Sucursal,Metropolitana,4442429,18,520503,0.5778,30,717,2114367,45,
A000167,2023-05-28,Tarjeta,Digital,Valparaíso,4492443,12,629880,0.7033,53,646,1177964,76,
A000168,2022-05-27,Automotriz,Sucursal,Metropolitana,1757820,48,850271,0.0461,55,950,200109,0,
A000169,2023-03-30,Consumo,Sucursal,Valparaíso,1581318,24,455041,0.1538,32,831,594155,0,
A000170,2021-11-14,Tarjeta,Digital,Metropolitana,1652954,36,1082142,0.0517,38,913,465644,0,
A000171,2021-09-14,Consumo,Sucursal,Valparaíso,1055831,60,420000,0.0504,38,871,763594,0,
A000172,2023-06-03,Consumo,Sucursal,Metropolitana,3391299,48,742646,0.1011,10,870,1658251,79,
A000173,2022-02-24,Consumo,Digital,Metropolitana,3287385,24,536946,0.2891,10,738,2254680,0,
A000174,2023-01-01,Consumo,Digital,Metropolitana,1271946,48,774746,0.0386,59,950,730812,0,
A000175,2021-03-08,Automotriz,Sucursal,Metropolitana,2162933,48,904005,0.0559,23,950,1477660,0,
A000176,2022-03-03,Tarjeta,Sucursal,Metropolitana,6282550,36,961189,0.1998,37,803,4738397,0,
A000177,2022-11-20,Automotriz,Sucursal,Otras,1459735,60,719159,0.0383,31,856,752547,64,
A000178,2021-04-22,Tarjeta,Digital,Metropolitana,5294471,12,661668,0.7446,77,685,2856141,62,
A000179,2021-12-19,Consumo,Sucursal,Otras,2003585,36,955543,0.0618,73,950,360930,0,
A000180,2022-05-09,Tarjeta,Sucursal,Metropolitana,3663048,60,910436,0.08,25,844,1563708,0,
A000181,2022-04-17,Consumo,Convenio,Otras,1812314,24,569585,0.1524,87,950,563276,0,
A000182,2022-05-18,Tarjeta,Sucursal,Otras,1632262,36,488899,0.0985,10,759,345541,0,
A000183,2022-12-10,Consumo,Sucursal,Otras,2542208,36,591333,0.1363,48,892,1076267,0,
A000184,2022-04-21,Microempresa,Digital,Biobío,1738038,24,420000,0.1832,26,758,1489419,90,2022-08-19
A000185,2021-02-15,Automotriz,Digital,Metropolitana,3437312,12,1145967,0.2698,60,870,1845917,0,
A000186,2021-05-15,Microempresa,Sucursal,Metropolitana,3701429,60,420000,0.159,46,837,1993093,0,
A000187,2021-12-18,Microempresa,Sucursal,Otras,7726923,36,918099,0.2714,19,830,2029956,0,
A000188,2022-10-17,Automotriz,Sucursal,Metropolitana,2794660,12,756888,0.3417,6,702,1875547,126,2023-04-15
A000189,2022-07-05,Microempresa,Digital,Otras,10476907,36,1304237,0.2678,37,859,4097920,73,
A000190,2022-05-06,Tarjeta,Digital,Biobío,3525508,60,420000,0.1675,11,691,2726463,60,
A000191,2022-03-30,Consumo,Digital,Metropolitana,2109329,36,714615,0.0981,35,825,1068571,38,
A000192,2021-10-05,Automotriz,Sucursal,Valparaíso,3409109,24,837243,0.1842,4,851,2205940,0,
A000193,2023-04-06,Microempresa,Digital,Metropolitana,3462656,36,420000,0.2557,19,737,3033724,171,2024-01-01
A000194,2022-08-10,Consumo,Digital,Biobío,3270599,60,1700867,0.0373,32,886,1177526,0,
A000195,2021-07-05,Tarjeta,Digital,Valparaíso,2284455,60,619835,0.0687,18,805,494208,0,
A000196,2022-12-04,Consumo,Sucursal,Metropolitana,1487568,36,420000,0.1133,4,799,828399,0,
A000197,2022-01-17,Consumo,Sucursal,Valparaíso,1688395,12,444808,0.3783,42,795,262729,0,
A000198,2022-12-05,Automotriz,Sucursal,Metropolitana,5880137,24,1373216,0.1914,39,846,4171301,0,
A000199,2022-06-23,Automotriz,Digital,Biobío,950113,12,420000,0.2125,78,814,363412,0,
A000200,2021-06-09,Automotriz,Sucursal,Valparaíso,2577966,24,420000,0.3105,66,856,1601943,0,
A000201,2023-05-10,Consumo,Sucursal,Otras,3226563,24,668610,0.2355,86,939,1803411,0,
A000202,2022-09-22,Consumo,Sucursal,Biobío,3707472,36,660858,0.1815,12,830,2200921,0,
A000203,2022-12-12,Automotriz,Convenio,Metropolitana,3477386,48,491634,0.1574,12,856,2232257,0,
A000204,2022-04-26,Consumo,Digital,Metropolitana,2682862,24,492851,0.2728,35,797,1789132,0,
A000205,2021-03-10,Tarjeta,Digital,Valparaíso,6912981,48,815967,0.2153,10,751,1425777,0,
A000206,2021-02-08,Consumo,Sucursal,Metropolitana,3497105,36,728687,0.1466,42,896,382545,0,
A000207,2021-11-09,Consumo,Sucursal,Metropolitana,6034889,24,2122895,0.1336,28,926,3029092,0,
A000208,2022-04-07,Consumo,Digital,Otras,3596965,12,921314,0.3687,56,851,1414584,0,
A000209,2021-01-31,Tarjeta,Sucursal,Metropolitana,1865488,60,420000,0.0903,15,787,1130613,9,
A000210,2021-05-15,Tarjeta,Convenio,Otras,3059694,36,463216,0.2166,36,867,1698435,0,
A000211,2021-08-24,Automotriz,Sucursal,Metropolitana,1480433,36,426934,0.111,41,880,1207550,0,
A000212,2021-05-31,Consumo,Convenio,Valparaíso,6001269,36,763367,0.2416,19,793,4307707,0,
A000213,2021-01-13,Consumo,Digital,Biobío,3442137,36,820309,0.133,29,838,2210347,90,2022-06-07
A000214,2021-05-23,Consumo,Convenio,Biobío,2176282,24,435274,0.2374,45,866,721364,0,
A000215,2022-06-18,Tarjeta,Sucursal,Metropolitana,1945028,36,437819,0.147,27,881,1492380,0,
A000216,2021-02-13,Microempresa,Digital,Metropolitana,3341067,36,830246,0.1266,17,898,1721567,0,
A000217,2021-07-21,Automotriz,Sucursal,Valparaíso,1173037,24,467602,0.1174,94,950,117304,0,
A000218,2022-03-02,Tarjeta,Convenio,Metropolitana,1071688,24,879461,0.0549,27,836,345103,0,
A000219,2021-01-23,Consumo,Sucursal,Otras,1288464,48,420000,0.0704,18,879,686328,0,
A000220,2021-10-28,Consumo,Digital,Otras,9277578,60,1345045,0.1279,13,842,1375150,0,
A000221,2022-03-05,Consumo,Convenio,Biobío,7091718,24,908381,0.3879,38,761,4978613,0,
A000222,2022-09-19,Tarjeta,Digital,Valparaíso,1847493,18,457136,0.2732,41,792,910501,0,
A000223,2022-02-28,Consumo,Digital,Metropolitana,5222184,60,683364,0.1504,37,870,3694587,0,
A000224,2022-02-28,Tarjeta,Digital,Valparaíso,3275253,36,806451,0.1267,47,839,1025045,0,
A000225,2022-08-15,Microempresa,Digital,Metropolitana,653449,48,420000,0.0367,27,833,381236,71,
A000226,2023-04-11,Consumo,Digital,Metropolitana,3625721,48,497483,0.1708,67,898,731916,0,
A000227,2022-10-02,Microempresa,Sucursal,Metropolitana,9884075,48,1181024,0.2095,30,849,6969094,0,
A000228,2023-01-24,Consumo,Digital,Biobío,2987859,24,1063341,0.132,74,950,2520653,0,
A000229,2021-11-04,Microempresa,Digital,Metropolitana,7016708,36,1230321,0.1758,65,933,4222706,0,
A000230,2022-11-05,Automotriz,Digital,Otras,1819532,36,420000,0.1286,39,838,1499331,0,
A000231,2022-02-20,Tarjeta,Sucursal,Biobío,3610282,48,420000,0.1946,73,927,780254,0,
A000232,2021-08-17,Automotriz,Sucursal,Otras,6441077,24,1463587,0.2191,20,866,2269181,72,
A000233,2023-04-14,Consumo,Convenio,Metropolitana,2118682,24,550316,0.1805,36,835,1173210,0,
A000234,2022-03-02,Microempresa,Sucursal,Valparaíso,7585818,24,966483,0.3727,33,773,1236708,0,
A000235,2021-05-30,Microempresa,Digital,Metropolitana,3323268,48,606924,0.1296,32,930,2493593,0,
A000236,2022-12-10,Automotriz,Sucursal,Metropolitana,2882106,12,430657,0.6721,13,590,2591880,292,2023-10-06
A000237,2021-07-03,Microempresa,Sucursal,Biobío,2348662,36,698757,0.1122,16,912,1296049,0,
A000238,2022-03-23,Consumo,Digital,Biobío,511904,48,420000,0.0298,30,878,123954,0,
A000239,2023-01-03,Consumo,Sucursal,Otras,724059,18,420000,0.1146,29,852,363078,0,
A000240,2022-01-06,Tarjeta,Sucursal,Otras,2544354,60,1223487,0.0384,7,859,1764548,0,
A000241,2021-01-15,Consumo,Sucursal,Metropolitana,692442,24,420000,0.0786,41,827,132797,0,
A000242,2021-04-11,Tarjeta,Digital,Metropolitana,2269938,60,420000,0.1049,16,719,1092439,0,
A000243,2021-04-22,Tarjeta,Sucursal,Metropolitana,6183872,18,1080538,0.3425,66,858,3921107,72,
A000244,2022-10-17,Tarjeta,Sucursal,Metropolitana,850632,36,420000,0.0631,28,854,348376,0,
A000245,2021-06-10,Tarjeta,Digital,Metropolitana,3689886,36,420000,0.2913,45,763,1529710,0,
A000246,2021-08-15,Tarjeta,Sucursal,Valparaíso,1588202,36,1004713,0.0486,62,928,1314055,0,
A000247,2022-01-06,Tarjeta,Sucursal,Metropolitana,8736720,48,1024566,0.1991,45,833,2809391,0,
A000248,2023-04-22,Tarjeta,Digital,Valparaíso,12193406,24,2717036,0.2051,23,887,4667879,0,
A000249,2022-03-29,Consumo,Digital,Otras,4429957,48,1052083,0.1067,32,884,1099719,53,
A000250,2023-03-24,Consumo,Digital,Metropolitana,1507380,48,420000,0.0811,27,842,1217809,50,
A000251,2023-04-11,Tarjeta,Digital,Otras,4494859,24,1079421,0.2031,16,827,805038,0,
A000252,2021-06-18,Consumo,Digital,Metropolitana,5684875,36,782010,0.2325,19,853,1397717,0,
A000253,2021-10-15,Consumo,Digital,Metropolitana,3907354,36,695183,0.1878,28,839,1389316,0,
A000254,2023-03-08,Tarjeta,Digital,Metropolitana,1065376,60,420000,0.0482,47,865,770528,0,
A000255,2021-11-11,Consumo,Digital,Metropolitana,3635789,18,540149,0.4198,23,671,1021745,0,
A000256,2021-02-19,Tarjeta,Convenio,Biobío,5573920,36,949980,0.1914,67,921,3341200,10,
A000257,2021-04-10,Consumo,Convenio,Metropolitana,6073345,48,1234939,0.1207,63,950,680500,0,
A000258,2022-01-04,Consumo,Sucursal,Valparaíso,4956655,36,649389,0.2471,18,771,1205926,0,
A000259,2023-04-06,Tarjeta,Digital,Valparaíso,2993356,36,726055,0.1254,88,934,2371245,0,
A000260,2023-06-21,Automotriz,Convenio,Otras,6125210,48,751531,0.2051,35,873,4696108,0,
